200.54 0.0000
192.73 0.0000
185.51 0.0000
178.81 0.0000
172.57 0.0000
166.76 0.0000
161.33 0.0000
156.23 0.0000
151.45 0.0000
146.96 0.0000
142.72 0.0000
138.72 0.0000
134.94 0.0000
131.36 0.0000
127.96 0.0000
124.74 0.0000
121.67 0.0000
118.75 0.0000
115.97 0.0000
113.31 0.0000
110.78 0.0000
108.35 0.0000
106.03 0.0000
103.81 0.00071326
101.68 0.0029936
99.630 0.0015841
97.664 0.0040804
95.775 0.0049678
93.957 0.00051591
92.206 0.0015406
90.520 0.0045456
88.895 0.0045075
87.326 0.0026523
85.812 0.0040412
84.350 0.018444
82.937 0.051025
81.570 0.098515
80.248 0.16932
78.967 0.33069
77.727 0.42944
76.526 0.41521
75.361 0.58745
74.230 0.75295
73.134 0.87555
72.069 0.98442
71.035 1.0837
70.030 1.0981
69.053 1.0940
68.103 1.0675
67.178 0.99912
66.279 0.99804
65.403 1.0144
64.550 0.98465
63.719 0.97231
62.909 0.96749
62.120 0.73329
61.350 0.63491
60.599 0.57345
59.866 0.56499
59.151 0.53642
58.452 0.59273
57.770 0.59571
57.103 0.57333
56.452 0.46141
55.816 0.40094
55.193 0.29464
54.585 0.23885
53.989 0.18521
53.407 0.21545
52.837 0.28140
52.279 0.17287
51.732 0.075000
51.197 0.042646
50.673 0.038655
50.160 0.068763
49.656 0.10792
49.163 0.13457
48.680 0.14724
48.206 0.12658
47.741 0.12644
47.285 0.11820
46.837 0.10629
46.398 0.082091
45.967 0.041433
45.544 0.022333
45.129 0.0095341
44.721 0.0036675
44.321 0.0000
43.928 0.0000
43.541 0.0017489
43.162 0.00047231
42.788 0.0018516
42.422 0.00023885
42.061 0.00066674
41.707 0.0000
41.358 0.00074967
41.016 0.00026729
40.679 0.00018774
40.347 8.4020e-05
40.021 0.0000
